,Recherche salarié / associé - Société d'outsourcing,"Je cherche une personne prête à travailler avec moi à mi-temps (voire plein temps) pour une jeune entreprise.

L'entreprise compte déjà une dizaine de personnes qui travaillent sur un site offshore (en Inde). Je suis en train de développer la partie française.

Selon le profil, je suis prêt à rémunérer cette personne ou/et à lui offrir des parts dans la société. En contrepartie, j'attends bcp de professionnalisme et une grosse motivation.

Cette personne devra être à l'aise avec la programmation (Python, Web, base de données) ainsi qu'avoir de bons rudiments en Linux.",,,,,,,,1,852,,,,,,,,,,,,,,,"8, rue bélanger, 92200, neuilly sur seine, france",2007-12-03 11:13:06,php
,Présentation Synchrone technologies 2010,"Synchrone technologies est une société de consulting qui apporte son expertise dans le domaine de l'Ingénierie IT. 
Dans une approche exclusivement grands comptes, Synchrone technologies propose son savoir-faire auprès du secteur bancaire et des marchés financiers, des opérateurs et constructeurs en télécommunications, des acteurs majeurs de l'industrie et du service ; en France comme à l'étranger. 

Chiffres clés :

- Année de création : 2001 
- Siège social : Aix en Provence 
- 3 Implantations en IDF : Paris Opéra, Paris Madeleine, Paris la Défense
- 4 Implantations en Province : Lyon, Sophia Antipolis, Montpellier et Toulouse
- Domaines de compétences : Systèmes d'Information, Étude et Développement, Convergence Voix/Data, Ingénierie Banque/Finance
- 300 consultants experts  
- 45 références clients grands comptes
- CA 2009 : 25 millions d'euros et une croissance de 20%
- Nombre de recrutement en 2009 : 142
- Nombre d'embauche prévue en 2010 : 150
- Prévisionnel 2010 : 32 millions d'euros de CA, implantation de nouvelles agences en France et à l'étranger


Nos expertises :

Systèmes d'information :
De l'architecture à la mise en production des SI, nous apportons notre expertise en termes de conception, de réalisation, d'administration et de support en s'adaptant aux besoins spécifiques de nos clients.

Convergence Voix/Data : 
Leader dans l'intégration de projets voix/données, nous intervenons en temps qu'expert au niveau applicatif et infrastructure sur les grands projets réseaux, sécurité, déploiement ToIP et solutions centre d'appels. 

Etude et Développement :
De l'étude préalable jusqu'à l'intégration de solutions web, logicielles ou systèmes ; nos compétences transverses (BDD, ERP) et fonctionnelles (connaissances métiers) apportent à nos clients une véritable valeur ajoutée.

Ingénierie Banque/Finance : 
Spécialisée sur les produits et logiciels financiers, Synchrone technologies assure les activités les plus complexes en salle de marchés. Nos consultants capitalisent sur leur double compétence fonctionnelle et technique pour répondre aux exigences du secteur.


Si vous souhaitez faire évoluer votre carrière au sein de projets à forte valeur ajoutée,
rejoignez notre consulting team ! 
www.synchrone.gatecv.com",,,http://www.synchrone-technologies.fr/,,,,2001,1,933,48.8709339,2.3287431,,Square Édouard VII,Paris 9e Arrondissement,Paris,paris,75009,Île-de-France,ile-de-france,,,France,FR,"17 square edouard vii, 75009, paris, france",2007-12-21 14:59:47,php
10,asap-it,"Specialiste du staffing ERP - SAP et Oracle EBS
http://www.asap-it.fr

En réponse à une demande croissante pour des
ressources en compétences ou expertise ponctuelle,
ASAP-IT a développé un réseau de
spécialistes hautement qualifiés en ERP et en
nouvelles technologies.
Au sein d’ASAP-IT, chaque consultant est
évalué et sélectionné au moyen d´une série
d´entretiens et de vérification de références,
avant toute présentation au client. ASAP-IT
entretient ainsi une étroite collaboration avec un
grand nombre de spécialistes présélectionnés,
qualifiés et reconnus sur le marché. L´expertise de notre réseau de professionnels couvre un large champ d´expériences sectorielles, de compétences techniques et de niveau de prestations, de l´analyse de processus au support post- implémentation, en passant par le développement (ABAP IV, Oracle, JAVA), le transfert de données, la gestion de projet, la
maintenance, la formation et la conduite du changement.",,less_than_20_employees,http://www.asap-it.fr,,,,2002,1,1012,48.8533258,2.3620266,14,Rue Charles V,Paris 4e Arrondissement,Paris,paris,75004,Île-de-France,ile-de-france,,,France,FR,"14 rue charles v, 75004, paris, france",2005-08-07 13:52:33,php
,de UPANE KAUPANE,"UPANE KAUPANE est un acteur dans le très sérieux marché concurrentiel des SSII. 

 Notre savoir faire, se révèle à travers nos compétences en matière d'accompagnement de projets que cela soit en amont de la mise en production, ou dans le maintien des SI de nos clients. Ainsi, nos compétences sont dans la conduite de projet, et l'ensemble des métiers de l'exploitation et de la production.
               
 Nos métiers concernent les profils suivants : 

Chef de projet production 
Ingénieur de production
Ingénieur d'exploitation 
Ingénieur systèmes ( Unix / Win )
DBA  ( Oracle , Sybase ...)
Analyste d'exploitation ( Unix , MVS, .... )
Administrateur système  (  Unix / Win )
Administrateur Réseaux
Administrateur Outils
Technicien d'exploitation 
Technicien réseaux bureautique
Consultant SAP
Développeur ABAP


Yann COSTA

06.15.922.922
yann.costa@upane-kaupane.fr",,,http://www.upane-kaupane.fr,,,,2008,1,1052,48.8710750,2.3057177,66,Avenue des Champs-Élysées,Paris 8e Arrondissement,Paris,paris,75008,Île-de-France,ile-de-france,,,France,FR,"66 avenue des champs elysées, 75008, paris, france",2008-03-27 09:55:53,php
,Orange Logic recrute des Ingénieurs Développement Objet,"INGENIEUR DEVELOPPEMENT OBJET (Web 2.0 / .NET)

Salaire :		Selon expérience
Expérience :	Tous niveaux d'expérience

Entreprise:

Orange Logic est spécialisée dans le développement d'applications web pour la gestion de grandes collections photographiques: production, diffusion, recherche et vente en ligne de données multimédias (images, vidéos, pistes audios...)

Cortex3 est une application Web 2.0 à la pointe de la technologie (Ajax, Flash...), utilisée par des agences photo, des agences de presse, des musées et des ONG multinationales (Reuters, Magnum Photos, la Réunion des Musées Nationaux, et autres grands comptes).  Les sites réalisés et optimisés par Cortex3 gèrent des photothèques de plusieurs millions d'images, des milliers d'utilisateurs simultanés et jusqu'à un million de sessions par jour.

La société connaît une croissance constante depuis sa fondation en 2000.

Nos principes :
1.	Vous n'aimez pas les SSII ? 
Ça tombe bien, nous n'en sommes pas une! Nous ne recrutons pas d'ingénieurs « commerciaux ». Votre force à Orange Logic, c'est votre excellence en programmation et pas vos atouts commerciaux.

2.	Vous en avez marre des projets rébarbatifs ou ennuyeux ? 
Chez nous, chaque projet présente un réel défi intellectuel et ambitieux. Les projets sont variées et assignés en fonction des capacités et domaines de compétences de chacun. A Orange Logic, les rôles ne sont pas figés et l'ennui n'existe pas.

3.	Les bureaux surpeuplés et les ambiances plombées vous dépriment? 
A Orange Logic, nous prenons au sérieux la qualité de vie au travail : nos locaux sont spacieux, calmes et agréables. L'atmosphère de travail est conviviale et décontractée.

4.	Vous n'en pouvez plus de la paperasse (les cahiers des charges à rallonge, la doc interminable%u2026)? 
Grâce à nos méthodes agiles de développement, vous passerez plus de temps à vous focaliser sur ce que vous aimez: le code et la gestion de projet.

5.	Vous en avez assez des supérieurs qui vous dictent quoi faire sans arrêt et ne vous écoutent pas? 
Chez nous, vous serez un ingénieur de développement professionnel, autonome et compétent. Ici, chacun est responsable de ses propres projets, de A à Z%u2026 De la naissance à la maintenance%u2026 Vous estimerez vos tâches et planifierez vos projets. Pas de hiérarchie bureaucratique et archaïque.

6.	Vous dites non aux entreprises où vous n'êtes qu'un pion parmi d'autres?
Rejoindre Orange Logic, c'est rejoindre une société à taille humaine et une équipe de développement jeune et soudée.

Poste et missions:
Au sein d'une équipe adoptant une organisation basée sur la confiance et la responsabilité individuelle, vous développerez selon les processus des méthodes agiles (réduction des cycles de développement, mises en production fréquentes, tests automatiques, micro réunions d'équipe, échanges sur les expériences de chacun pour optimiser ses résultats...).

Vous collaborerez à l'évolution de la couverture fonctionnelle de Cortex3 (workflow des mises en production et des ventes de médias, développement de widgets pour notre CMS Flash, écrans de recherche dans la bibliothèque de médias...) : prise en charge de projets dans leur globalité (développement, intégration, mise en production, maintenance).

Vous participerez à l'élaboration constante de nos méthodes, ce qui nous permet de garantir un résultat rapide et de qualité: optimisation des méthodes de travail, recherche sur l'ergonomie générale de l'application, amélioration de la productivité, recherche et développement sur des concepts innovants menant à l'élaboration de prototypes et de produits finaux originaux à réelle valeur ajoutée pour nos utilisateurs.

Profil:
- Formation scientifique niveau Bac 5 Type école d'ingénieur informatique
- Maîtrise des méthodologies de développement objet
- Excellent niveau de programmation (Java ou .NET)
- Connaissances en Flash appréciées
- Goût de la programmation indispensable
- Capacité à gérer des concepts complexes, esprit clair, approche logique
- Recherche des résultats, passion pour les nouvelles technologies
- Première expérience souhaitée,  de préférence dans l'édition de logiciels ou le développement de sites web",,,http://www.orangelogic.com,,,,2000,1,1101,,,,,,,,,,,,,,,"1006 rue de la croix verte, bat.7, 34090, montpellier, france",2008-04-03 15:38:12,php
,INSEAD recherche un développeur PEOPLESOFT,"Le département Informatique de l'INSEAD recherche un Développeur PeopleSoft confirmé pour assurer le développement et la maintenance de ses applications pour l'ensemble des départements de L'INSEAD.

Le(a) candidat(e) idéal(e) aura le profil suivant :
° Maîtrise des outils et des environnements PeopleSoft CRM. 
° Bonne connaissance des bases de données ORACLE 
° Expérience technologies Web appréciée 
° Bon relationnel et aisance dans un environnement international 
° Une experience dans une fonction similaire 
° Bon niveau d'anglais.",,,http://www.insead.edu,,,,,1,1137,48.3974448,2.6917806,,Boulevard de Constance,,Fontainebleau,fontainebleau,77300,Île-de-France,ile-de-france,Seine-et-Marne,seine-et-marne,France,FR,"boulevard de constance, 77305, fontainebleau, france",2008-04-10 16:16:26,php
,SERVEAST CONSULTING,"Depuis 1986, le Groupe SERVEAST intervient dans la distribution, l'intégration ainsi que dans l'hébergement de solutions à haute valeur ajoutée. 

SERVEAST Consulting, sa filiale, est spécialisée dans  le conseil et l'ingénierie dans les technologies de l'information.

SERVEAST Consulting propose à ses clients un accompagnement dans leurs projets apportant compétences professionnelles et valeurs humaines

SERVEAST Consulting conseille et propose aussi bien des solutions autour d'HR Access que dans l'Ingénierie financière applicative,  ou que des solutions pour les activités de production des infrastructures de SI",,,,,,,,1,1146,48.8880590,2.1958730,,Rue de la Croix,Quartier du Centre,Nanterre,nanterre,92000,Île-de-France,ile-de-france,Hauts-de-Seine,hauts-de-seine,France,FR,"24 rue de la croix, 92000, nanterre, france",2008-04-11 10:00:21,php
9,IT CONSULTANTS,"IT CONSULTANTS

 Nous sommes une ESN (SSII) avec un mode de fonctionnement différent des autres sociétés du marché : 
- Nous n’essayons pas de placer des profils en inter-contrat dont la qualification n’est jamais celle que le client recherche. 
- Nous recrutons spécifiquement des profils pour chacun des besoins clients
- Notre site uniquement dédié aux besoins de nos clients nous permet de recruter plus rapidement que les autres ESN
- Nous répondons aux clients par des profils ‘sur mesure’  correspondant à toutes leurs attentes (technique, fonctionnelle, disponibilité …)
- Les profils sont des indépendants ou des profils en portage salarial pour la durée de la mission
- Les besoins clients sont toujours qualifiés par des personnes connaissant le métier du client
- Les entretiens avec les candidats sont toujours faits par des professionnels IT ...
- Nous mettons au service de nos clients la richesse du mondes des independants IT
- nous mettons au service des freelances la variété des missions de nos clients

Nos atouts :
- La compréhension des besoins de nos clients 
- Notre selection minutieuse des candidats
-  Notre réactivité
- La qualité de nos prestations pour nos clients ....",,employees_20_99,HTTP://WWW.ITCONSULTANTS.FR,,,,2011,1,1162,48.9032682,2.2686916,,Boulevard Georges Clemenceau,Quartier de Bécon,Courbevoie,courbevoie,92400,Île-de-France,ile-de-france,Hauts-de-Seine,hauts-de-seine,France,FR,"34 bd georges clemenceau, 92400, courbevoie, france",2005-09-01 09:13:38,php
,de BREAM & LAANAIA,"Le Cabinet de Recrutement B&L (BREAM & LAANAIA) est spécialisé dans les fonctions informatiques et télécoms. Il intervient pour le compte de sociétés de toutes tailles, pour des postes d'experts et de managers situés principalement en Région Rhône-Alpes et en Ile-de-France, mais aussi à l'étranger.",,,,,,,2004,1,1167,45.1887838,5.7045957,155,Cours Berriat,Secteur 1,Grenoble,grenoble,38000,Auvergne-Rhône-Alpes,auvergne-rhone-alpes,Isère,isere,France,FR,"155 cours berriat, 38000, grenoble, france",2008-04-15 07:12:06,php
,ITELIOS,"ITELIOS est un spécialiste des technologies de l'information et de l'Internet ayant conquis une position de leader sur l'intégration de plateformes e-commerce en environnement Microsoft, les applications de cartographie web et le développement de services en ligne pour l'agriculture, dans le cadre de projets exclusivement au forfait.

Constituée de plus de 30 professionnels de haut niveau répartis entre Paris, Mâcon et Sao Paulo (Brésil), ITELIOS construit sa dynamique sur des valeurs humaines fortes où engagement, plaisir, créativité, simplicité, honnêteté et confiance animent le quotidien.

Cet esprit d'engagement et d'innovation nous fait gagner la confiance de grands groupes tels que Quiksilver/Roxy, Unilever, le groupe Fives, le groupe Fiat/Alfa Romeo, Surcouf.com, Visioplaine/S2B,...",,,http://www.itelios.com,,,,2003,1,1326,48.8703064,2.3270652,10,Rue de Sèze,Paris 8e Arrondissement,Paris,paris,75009,Île-de-France,ile-de-france,,,France,FR,"10 rue de sèze, 75009, paris, france",2008-05-09 09:15:31,php
